"Date","Price","Open","High","Low","Change %"
"Oct 19, 2020","7.2593","7.2968","7.3550","7.2297","-0.41%"
"Oct 16, 2020","7.2894","7.2512","7.3081","7.2193","0.57%"
"Oct 15, 2020","7.2481","7.2755","7.3001","7.2157","-0.37%"
"Oct 14, 2020","7.2747","7.2049","7.3051","7.1645","0.99%"
"Oct 13, 2020","7.2033","7.2285","7.3034","7.1929","-0.31%"
"Oct 12, 2020","7.2254","7.2066","7.2376","7.1936","0.11%"
"Oct 09, 2020","7.2173","7.2438","7.2654","7.1665","-0.31%"
"Oct 08, 2020","7.2398","7.2491","7.2909","7.2117","-0.09%"
"Oct 07, 2020","7.2466","7.2052","7.2768","7.1474","0.62%"
"Oct 06, 2020","7.2020","7.2362","7.2519","7.1133","-0.44%"
"Oct 05, 2020","7.2338","7.3504","7.3689","7.2017","-1.64%"
"Oct 02, 2020","7.3542","7.2769","7.3657","7.2450","1.11%"
"Oct 01, 2020","7.2735","7.2495","7.3190","7.1923","0.34%"
"Sep 30, 2020","7.2485","7.2485","7.3190","7.2123","0.03%"
"Sep 29, 2020","7.2464","7.2639","7.2968","7.2099","-0.24%"
"Sep 28, 2020","7.2639","7.0912","7.2941","7.0890","2.46%"
"Sep 25, 2020","7.0893","7.0273","7.1063","6.9945","0.94%"
"Sep 24, 2020","7.0233","7.1204","7.1659","7.0023","-1.32%"
"Sep 23, 2020","7.1171","6.9678","7.1260","6.9354","2.20%"
"Sep 22, 2020","6.9639","6.9369","6.9928","6.8836","0.40%"
"Sep 21, 2020","6.9363","6.9655","7.0633","6.8911","-0.30%"
"Sep 18, 2020","6.9573","6.7979","6.9783","6.7806","2.37%"
"Sep 17, 2020","6.7960","6.7924","6.8335","6.7469","0.08%"
"Sep 16, 2020","6.7907","6.8008","6.8545","6.7652","-0.09%"
"Sep 15, 2020","6.7971","6.7715","6.8249","6.7274","0.41%"
"Sep 14, 2020","6.7693","6.8060","6.8683","6.7628","-0.52%"
"Sep 11, 2020","6.8045","6.8122","6.8470","6.7307","-0.12%"
"Sep 10, 2020","6.8125","6.9021","6.9215","6.7751","-1.27%"
"Sep 09, 2020","6.9001","6.9613","6.9690","6.8573","-0.84%"
"Sep 08, 2020","6.9587","6.9798","7.0437","6.9011","-0.27%"
"Sep 07, 2020","6.9773","7.0349","7.0407","6.9641","-0.88%"
"Sep 04, 2020","7.0393","7.0292","7.0683","6.9427","0.18%"
"Sep 03, 2020","7.0270","7.1315","7.1350","7.0001","-1.44%"
"Sep 02, 2020","7.1296","7.2221","7.2481","7.1193","-1.25%"
"Sep 01, 2020","7.2198","7.3419","7.4058","7.1437","-1.66%"
"Aug 31, 2020","7.3415","7.1855","7.3526","7.1677","2.07%"
"Aug 28, 2020","7.1926","7.3531","7.4181","7.1891","-2.15%"
"Aug 27, 2020","7.3507","7.4064","7.4198","7.3258","-0.75%"
"Aug 26, 2020","7.4064","7.2450","7.4464","7.2303","2.24%"
"Aug 25, 2020","7.2438","7.3331","7.3745","7.2384","-1.15%"
"Aug 24, 2020","7.3283","7.3538","7.3864","7.2839","-0.35%"
"Aug 21, 2020","7.3538","7.3443","7.3791","7.2823","0.17%"
"Aug 20, 2020","7.3416","7.2787","7.4455","7.2604","0.86%"
"Aug 19, 2020","7.2792","7.2386","7.2867","7.1800","0.60%"
"Aug 18, 2020","7.2361","7.2172","7.3017","7.1528","0.25%"
"Aug 17, 2020","7.2179","7.0950","7.2276","7.0732","1.77%"
"Aug 14, 2020","7.0921","7.0152","7.1263","7.0043","1.12%"
"Aug 13, 2020","7.0135","7.0859","7.1287","6.9862","-0.99%"
"Aug 12, 2020","7.0837","7.0229","7.1609","6.9995","0.91%"
"Aug 11, 2020","7.0198","7.1643","7.1990","7.0205","-2.01%"
"Aug 10, 2020","7.1639","7.0931","7.1778","6.9980","0.94%"
"Aug 07, 2020","7.0975","7.0139","7.1002","6.9710","1.27%"
"Aug 06, 2020","7.0088","6.9394","7.0634","6.9377","1.04%"
"Aug 05, 2020","6.9365","6.9174","6.9820","6.8771","0.32%"
"Aug 04, 2020","6.9142","6.9577","6.9878","6.8923","-0.60%"
"Aug 03, 2020","6.9560","6.8375","6.9760","6.7910","1.78%"
"Jul 31, 2020","6.8346","6.7493","6.8737","6.7395","1.29%"
"Jul 30, 2020","6.7473","6.7190","6.7912","6.6926","0.45%"
"Jul 29, 2020","6.7174","6.6646","6.7329","6.6399","0.81%"
"Jul 28, 2020","6.6632","6.6336","6.7178","6.6047","0.55%"
"Jul 27, 2020","6.6269","6.6911","6.7380","6.6186","-0.99%"
"Jul 24, 2020","6.6934","6.6405","6.7027","6.6032","0.83%"
"Jul 23, 2020","6.6385","6.5186","6.6556","6.4934","1.90%"
"Jul 22, 2020","6.5145","6.5847","6.6068","6.4728","-1.02%"
"Jul 21, 2020","6.5815","6.7470","6.7772","6.5812","-2.43%"
"Jul 20, 2020","6.7456","6.7656","6.8105","6.7400","-0.30%"
"Jul 17, 2020","6.7661","6.6919","6.7779","6.6667","1.14%"
"Jul 16, 2020","6.6900","6.7596","6.7702","6.6617","-0.97%"
"Jul 15, 2020","6.7552","6.7387","6.7874","6.6838","0.30%"
"Jul 14, 2020","6.7350","6.7845","6.8334","6.6933","-0.72%"
"Jul 13, 2020","6.7836","6.7147","6.7909","6.6926","0.97%"
"Jul 10, 2020","6.7186","6.7352","6.7998","6.7079","-0.20%"
"Jul 09, 2020","6.7320","6.7390","6.7877","6.6379","-0.07%"
"Jul 08, 2020","6.7365","6.7467","6.7792","6.6716","-0.13%"
"Jul 07, 2020","6.7453","6.6895","6.7674","6.6467","0.87%"
"Jul 06, 2020","6.6874","6.6352","6.6964","6.5803","0.78%"
"Jul 03, 2020","6.6357","6.6824","6.7008","6.6173","-0.68%"
"Jul 02, 2020","6.6813","6.6353","6.7021","6.5855","0.76%"
"Jul 01, 2020","6.6308","6.7784","6.7864","6.6107","-2.16%"
"Jun 30, 2020","6.7774","6.6455","6.7996","6.6228","2.01%"
"Jun 29, 2020","6.6440","6.7694","6.7971","6.6255","-1.77%"
"Jun 26, 2020","6.7634","6.6532","6.7773","6.6366","1.72%"
"Jun 25, 2020","6.6491","6.6418","6.6786","6.5451","0.15%"
"Jun 24, 2020","6.6390","6.4528","6.6508","6.4229","2.89%"
"Jun 23, 2020","6.4525","6.5461","6.5739","6.4283","-1.41%"
"Jun 22, 2020","6.5450","6.5637","6.6056","6.4644","-0.25%"
"Jun 19, 2020","6.5617","6.6852","6.6991","6.5378","-1.80%"
"Jun 18, 2020","6.6817","6.5654","6.6937","6.5189","1.79%"
"Jun 17, 2020","6.5640","6.5960","6.6079","6.5066","-0.45%"
"Jun 16, 2020","6.5938","6.4988","6.6073","6.3870","1.48%"
"Jun 15, 2020","6.4977","6.3302","6.5609","6.2913","2.59%"
"Jun 12, 2020","6.3337","6.2706","6.4486","6.2428","1.02%"
"Jun 11, 2020","6.2698","6.3409","6.3446","6.2632","-1.09%"
"Jun 10, 2020","6.3387","6.2394","6.3454","6.1898","1.66%"
"Jun 09, 2020","6.2354","6.1370","6.2741","6.0851","1.62%"
"Jun 08, 2020","6.1358","6.2888","6.3134","6.1291","-2.28%"
"Jun 05, 2020","6.2789","6.4548","6.4958","6.2702","-2.61%"
"Jun 04, 2020","6.4469","6.3676","6.4777","6.3119","1.28%"
"Jun 03, 2020","6.3653","6.5282","6.5593","6.3194","-2.48%"
"Jun 02, 2020","6.5272","6.7069","6.7498","6.5233","-2.58%"
"Jun 01, 2020","6.6998","6.5844","6.7607","6.5756","1.71%"
"May 29, 2020","6.5869","6.6604","6.7590","6.5584","-1.06%"
"May 28, 2020","6.6573","6.4668","6.6676","6.4524","3.06%"
"May 27, 2020","6.4598","6.5927","6.6050","6.4520","-1.99%"
"May 26, 2020","6.5909","6.6396","6.7193","6.5813","-0.66%"
"May 25, 2020","6.6344","6.7400","6.7480","6.6235","-1.47%"
"May 22, 2020","6.7331","6.7881","6.8475","6.7214","-0.75%"
"May 21, 2020","6.7841","6.9686","6.9767","6.7802","-2.63%"
"May 20, 2020","6.9671","7.0527","7.0671","6.9392","-1.16%"
"May 19, 2020","7.0492","6.9751","7.0623","6.9522","1.13%"
"May 18, 2020","6.9707","7.0752","7.1188","6.9397","-1.65%"
"May 15, 2020","7.0874","7.1057","7.1444","7.0034","-0.25%"
"May 14, 2020","7.1051","7.2004","7.2847","7.0961","-1.28%"
"May 13, 2020","7.1970","7.2167","7.2650","7.1666","-0.25%"
"May 12, 2020","7.2152","7.1807","7.2300","7.0867","0.56%"
"May 11, 2020","7.1748","7.1122","7.2042","7.0458","0.89%"
"May 08, 2020","7.1116","7.2109","7.4208","7.0929","-1.33%"
"May 07, 2020","7.2073","7.0550","7.2480","7.0361","2.21%"
"May 06, 2020","7.0516","6.9390","7.0627","6.8953","1.67%"
"May 05, 2020","6.9355","6.9008","6.9721","6.8278","0.53%"
"May 04, 2020","6.8991","6.8571","6.9840","6.8053","0.59%"
"May 01, 2020","6.8586","6.9138","6.9157","6.8481","-0.71%"
"Apr 30, 2020","6.9077","6.6535","6.9120","6.6319","3.91%"
"Apr 29, 2020","6.6477","6.8362","6.8730","6.6507","-2.69%"
"Apr 28, 2020","6.8314","7.0293","7.0786","6.8087","-2.76%"
"Apr 27, 2020","7.0251","6.9161","7.1125","6.8859","1.61%"
"Apr 24, 2020","6.9140","6.8328","7.0997","6.8053","1.16%"
"Apr 23, 2020","6.8350","6.7319","6.8608","6.6632","1.55%"
"Apr 22, 2020","6.7308","6.5367","6.7383","6.5256","2.99%"
"Apr 21, 2020","6.5353","6.6133","6.6200","6.5113","-1.15%"
"Apr 20, 2020","6.6114","6.5398","6.6249","6.5117","1.02%"
"Apr 17, 2020","6.5449","6.5195","6.5975","6.4936","0.41%"
"Apr 16, 2020","6.5181","6.5552","6.5810","6.4989","-0.54%"
"Apr 15, 2020","6.5532","6.5144","6.5993","6.4468","0.57%"
"Apr 14, 2020","6.5161","6.5082","6.5757","6.4742","0.20%"
"Apr 13, 2020","6.5029","6.3651","6.5153","6.3582","2.27%"
"Apr 10, 2020","6.3584","6.3626","6.3782","6.3552","-0.04%"
"Apr 09, 2020","6.3608","6.3459","6.3979","6.2883","0.25%"
"Apr 08, 2020","6.3452","6.4446","6.5014","6.3257","-1.43%"
"Apr 07, 2020","6.4375","6.4598","6.5327","6.4002","-0.42%"
"Apr 06, 2020","6.4646","6.5613","6.5952","6.4149","-1.45%"
"Apr 03, 2020","6.5598","6.5113","6.5704","6.4454","0.70%"
"Apr 02, 2020","6.5145","6.4976","6.5493","6.4869","0.29%"
"Apr 01, 2020","6.4959","6.4697","6.5454","6.4180","0.51%"
"Mar 31, 2020","6.4631","6.4482","6.4783","6.3635","0.23%"
"Mar 30, 2020","6.4484","6.3424","6.4558","6.2820","1.51%"
"Mar 27, 2020","6.3522","6.1300","6.3791","6.0940","3.65%"
"Mar 26, 2020","6.1285","5.9865","6.1398","5.9287","2.47%"
"Mar 25, 2020","5.9808","5.9970","6.1074","5.8750","-0.22%"
"Mar 24, 2020","5.9941","5.9413","6.0645","5.9113","0.90%"
"Mar 23, 2020","5.9408","5.9048","5.9557","5.8042","0.80%"
"Mar 20, 2020","5.8935","5.8534","6.0538","5.7860","0.70%"
"Mar 19, 2020","5.8524","5.9323","6.0816","5.8400","-1.30%"
"Mar 18, 2020","5.9296","6.0384","6.1786","5.8880","-1.75%"
"Mar 17, 2020","6.0351","6.1356","6.1381","5.9970","-1.60%"
"Mar 16, 2020","6.1332","5.9702","6.2136","5.9542","2.83%"
"Mar 13, 2020","5.9642","6.0250","6.0499","5.7849","-0.97%"
"Mar 12, 2020","6.0228","6.1720","6.4097","5.9884","-2.40%"
"Mar 11, 2020","6.1710","5.9925","6.1912","5.9633","2.99%"
"Mar 10, 2020","5.9916","6.2034","6.2050","5.9785","-3.39%"
"Mar 09, 2020","6.2019","6.0371","6.2782","6.0297","2.74%"
"Mar 06, 2020","6.0367","5.9687","6.0785","5.9636","1.07%"
"Mar 05, 2020","5.9729","5.9018","6.0410","5.8961","1.23%"
"Mar 04, 2020","5.9005","5.7842","5.9035","5.7625","2.03%"
"Mar 03, 2020","5.7829","5.7058","5.7868","5.6989","1.37%"
"Mar 02, 2020","5.7048","5.7262","5.7621","5.7033","-0.52%"
"Feb 28, 2020","5.7348","5.7807","5.8091","5.7117","-0.78%"
"Feb 27, 2020","5.7799","5.7465","5.7991","5.7220","0.66%"
"Feb 26, 2020","5.7421","5.7072","5.7497","5.6681","0.63%"
"Feb 25, 2020","5.7059","5.6767","5.7132","5.6668","0.58%"
"Feb 24, 2020","5.6730","5.6905","5.6929","5.6549","-0.35%"
"Feb 21, 2020","5.6927","5.6606","5.7046","5.6575","0.61%"
"Feb 20, 2020","5.6581","5.6409","5.6679","5.6074","0.34%"
"Feb 19, 2020","5.6390","5.6619","5.6846","5.6328","-0.40%"
"Feb 18, 2020","5.6615","5.6284","5.6768","5.6136","0.60%"
"Feb 17, 2020","5.6277","5.6029","5.6343","5.5915","0.38%"
"Feb 14, 2020","5.6064","5.6773","5.6836","5.5939","-1.20%"
"Feb 13, 2020","5.6743","5.6446","5.7113","5.6085","0.54%"
"Feb 12, 2020","5.6438","5.6103","5.6457","5.6086","0.60%"
"Feb 11, 2020","5.6099","5.5859","5.6256","5.5574","0.45%"
"Feb 10, 2020","5.5846","5.5725","5.6019","5.5603","0.27%"
"Feb 07, 2020","5.5693","5.5373","5.5985","5.5329","0.60%"
"Feb 06, 2020","5.5360","5.5060","5.5395","5.4540","0.55%"
"Feb 05, 2020","5.5059","5.5441","5.5621","5.4987","-0.67%"
"Feb 04, 2020","5.5432","5.5205","5.5581","5.4967","0.44%"
"Feb 03, 2020","5.5189","5.6602","5.6602","5.5052","-2.35%"
"Jan 31, 2020","5.6518","5.5585","5.6634","5.5519","1.73%"
"Jan 30, 2020","5.5558","5.5082","5.5989","5.4900","0.87%"
"Jan 29, 2020","5.5079","5.4647","5.5093","5.4387","0.81%"
"Jan 28, 2020","5.4639","5.4943","5.4980","5.4447","-0.51%"
"Jan 27, 2020","5.4919","5.4675","5.5251","5.4608","0.44%"
"Jan 24, 2020","5.4676","5.4727","5.4944","5.4500","-0.08%"
"Jan 23, 2020","5.4719","5.4971","5.5019","5.4503","-0.44%"
"Jan 22, 2020","5.4959","5.4977","5.5191","5.4794","-0.01%"
"Jan 21, 2020","5.4966","5.4528","5.5050","5.4450","0.85%"
"Jan 20, 2020","5.4505","5.4114","5.4532","5.3994","0.69%"
"Jan 17, 2020","5.4134","5.4741","5.4904","5.4127","-1.07%"
"Jan 16, 2020","5.4719","5.4443","5.4894","5.4331","0.53%"
"Jan 15, 2020","5.4429","5.3811","5.4538","5.3668","1.19%"
"Jan 14, 2020","5.3790","5.3868","5.4072","5.3627","-0.11%"
"Jan 13, 2020","5.3848","5.3477","5.3884","5.3010","0.67%"
"Jan 10, 2020","5.3490","5.3478","5.3602","5.3079","0.04%"
"Jan 09, 2020","5.3469","5.3246","5.3491","5.2828","0.43%"
"Jan 08, 2020","5.3239","5.3391","5.3575","5.2929","-0.26%"
"Jan 07, 2020","5.3379","5.3488","5.3693","5.3231","-0.19%"
"Jan 06, 2020","5.3479","5.3179","5.3619","5.3132","0.49%"
"Jan 03, 2020","5.3219","5.2895","5.3246","5.2541","0.57%"
"Jan 02, 2020","5.2918","5.3278","5.3328","5.2775","-0.66%"
"Jan 01, 2020","5.3268","5.3302","5.3363","5.3206","-0.10%"
"Dec 31, 2019","5.3320","5.2722","5.3399","5.2681","1.17%"
"Dec 30, 2019","5.2702","5.2848","5.3164","5.2530","-0.37%"
"Dec 27, 2019","5.2900","5.2696","5.3244","5.2602","0.39%"
"Dec 26, 2019","5.2692","5.2930","5.3089","5.2467","-0.43%"
"Dec 25, 2019","5.2920","5.2869","5.3050","5.2765","0.12%"
"Dec 24, 2019","5.2854","5.2822","5.2973","5.2730","0.09%"
"Dec 23, 2019","5.2809","5.3306","5.3470","5.2432","-0.99%"
"Dec 20, 2019","5.3337","5.2945","5.3420","5.2853","0.77%"
"Dec 19, 2019","5.2931","5.3144","5.3418","5.2782","-0.37%"
"Dec 18, 2019","5.3128","5.3460","5.3488","5.2902","-0.61%"
"Dec 17, 2019","5.3452","5.4162","5.4201","5.3243","-1.29%"
"Dec 16, 2019","5.4153","5.4788","5.5146","5.4085","-1.07%"
"Dec 13, 2019","5.4739","5.3866","5.5293","5.3835","1.67%"
"Dec 12, 2019","5.3839","5.4449","5.4560","5.3365","-1.04%"
"Dec 11, 2019","5.4405","5.4562","5.4577","5.3993","-0.26%"
"Dec 10, 2019","5.4546","5.4478","5.4812","5.4399","0.19%"
"Dec 09, 2019","5.4441","5.4413","5.4722","5.4244","0.09%"
"Dec 06, 2019","5.4393","5.5075","5.5114","5.4300","-1.21%"
"Dec 05, 2019","5.5062","5.5143","5.5485","5.4965","-0.13%"
"Dec 04, 2019","5.5133","5.4655","5.5187","5.4592","0.89%"
"Dec 03, 2019","5.4648","5.4640","5.4907","5.4401","0.03%"
"Dec 02, 2019","5.4629","5.4727","5.4947","5.4458","-0.29%"
"Nov 29, 2019","5.4789","5.4103","5.4908","5.3953","1.28%"
"Nov 28, 2019","5.4097","5.5093","5.5229","5.4086","-1.80%"
"Nov 27, 2019","5.5090","5.4469","5.5106","5.4297","1.17%"
"Nov 26, 2019","5.4453","5.4522","5.4992","5.4317","-0.11%"
"Nov 25, 2019","5.4515","5.3927","5.4594","5.3882","1.26%"
"Nov 22, 2019","5.3837","5.4156","5.4216","5.3582","-0.57%"
"Nov 21, 2019","5.4144","5.4233","5.4627","5.4022","-0.13%"
"Nov 20, 2019","5.4214","5.4209","5.4261","5.4037","0.03%"
"Nov 19, 2019","5.4197","5.4640","5.4711","5.4169","-0.79%"
"Nov 18, 2019","5.4628","5.4154","5.4672","5.3966","0.94%"
"Nov 15, 2019","5.4120","5.4040","5.4212","5.3986","0.16%"
"Nov 14, 2019","5.4035","5.3594","5.4089","5.3451","0.84%"
"Nov 13, 2019","5.3583","5.3548","5.3816","5.3424","0.10%"
"Nov 12, 2019","5.3527","5.3370","5.3797","5.3157","0.30%"
"Nov 11, 2019","5.3365","5.3200","5.3723","5.3146","0.38%"
"Nov 08, 2019","5.3165","5.2540","5.3321","5.2466","1.19%"
"Nov 07, 2019","5.2538","5.2483","5.2610","5.1823","0.10%"
"Nov 06, 2019","5.2488","5.1458","5.2654","5.1196","2.03%"
"Nov 05, 2019","5.1444","5.1737","5.1899","5.1270","-0.54%"
"Nov 04, 2019","5.1724","5.1642","5.1779","5.1371","0.23%"
"Nov 01, 2019","5.1603","5.1998","5.2142","5.1392","-0.73%"
"Oct 31, 2019","5.1985","5.1513","5.2278","5.1380","0.94%"
"Oct 30, 2019","5.1501","5.1458","5.1901","5.1342","0.13%"
"Oct 29, 2019","5.1434","5.1344","5.1607","5.1100","0.22%"
"Oct 28, 2019","5.1322","5.1355","5.1476","5.1042","0.00%"
"Oct 25, 2019","5.1321","5.1939","5.1975","5.1230","-1.14%"
"Oct 24, 2019","5.1915","5.2148","5.2251","5.1302","-0.35%"
"Oct 23, 2019","5.2099","5.2543","5.2710","5.1982","-0.84%"
"Oct 22, 2019","5.2540","5.3517","5.3623","5.2425","-1.79%"
"Oct 21, 2019","5.3497","5.3158","5.3865","5.2938","0.30%"
"Oct 18, 2019","5.3335","5.3678","5.3785","5.3121","-0.60%"